sample	chromosome	start	stop	mean	count
W31-1-1	10	72760	143256	-0.274	24
W31-1-1	10	80112157	80112195	-1.544	3
W31-1-1	10	80112920	80146397	-0.315	37
W31-1-1	10	80762381	81355073	-0.207	424
W31-1-1	10	81383875	81449008	0.418	14
W31-1-1	10	8717527	10403763	0.265	1326
W31-1-1	10	94826465	95611813	-0.562	634
W31-1-1	11	109849738	134944770	-0.65	18894
W31-1-1	11	198510	3199832	-0.401	1297
W31-1-1	11	3199846	10043458	-0.298	5235
W31-1-1	11	44223836	45937306	-0.261	1312
W31-1-1	11	47100073	48178886	-0.258	482
W31-1-1	11	60588365	61913611	-0.256	733
W31-1-1	11	61913777	61913805	-1.998	2
W31-1-1	11	61915701	62660228	-0.233	423
W31-1-1	11	76056456	76108796	-0.6	22
W31-1-1	11	76109291	76153869	0.24	30
W31-1-1	11	76238983	77108573	-0.642	526
W31-1-1	11	77108933	77409689	-0.505	162
W31-1-1	11	77410428	77663711	0.268	108
W31-1-1	11	77666487	79228950	-0.648	1194
W31-1-1	11	79229431	79881442	-0.811	498
W31-1-1	11	79884767	80840006	-0.58	772
W31-1-1	11	81106498	81298613	-0.598	181
W31-1-1	11	81322864	81355792	-0.516	27
W31-1-1	11	81356656	81357207	-1.998	2
W31-1-1	11	81359141	82062620	-0.549	551
W31-1-1	11	82065169	82065323	-2.446	2
W31-1-1	11	82070225	84607360	-0.587	1700
W31-1-1	11	84610102	87326338	0.235	1874
W31-1-1	11	87328944	87468543	-0.516	101
W31-1-1	11	87767851	109849587	-0.585	15588
W31-1-1	12	1486243	1486886	-1.785	4
W31-1-1	12	1487233	8288294	-0.238	4901
W31-1-1	12	150443	869350	-0.232	445
W31-1-1	12	47340793	55579258	-0.217	4868
W31-1-1	12	55969028	58348764	-0.239	1182
W31-1-1	12	870970	874030	-0.774	12
W31-1-1	12	90491670	90492075	-2.425	7
W31-1-1	13	101539890	103222301	0.448	1449
W31-1-1	13	103642526	103929486	0.396	262
W31-1-1	13	103929543	108545963	0.44	3930
W31-1-1	13	108558364	110849031	0.615	1890
W31-1-1	13	110849169	115108398	0.503	2609
W31-1-1	13	19026950	19494986	-0.366	165
W31-1-1	13	19496928	53782257	-0.609	24386
W31-1-1	13	53787792	55693393	-0.562	1229
W31-1-1	13	55693514	55693859	-1.522	7
W31-1-1	13	55695068	60696864	-0.548	2836
W31-1-1	13	60768250	72213016	-0.561	7193
W31-1-1	13	72214462	83164535	-0.598	7647
W31-1-1	13	83168968	83170679	-3.032	2
W31-1-1	13	83172656	83493285	-0.535	215
W31-1-1	13	84294334	88987308	-0.562	2742
W31-1-1	13	89399653	90920469	-0.571	965
W31-1-1	13	91040670	91796945	-0.6	468
W31-1-1	13	91973307	91991366	-0.667	14
W31-1-1	13	91994025	96217538	0.253	3119
W31-1-1	13	96222531	96223191	-1.96	2
W31-1-1	13	96225295	96349522	0.318	50
W31-1-1	13	96351378	97355974	0.444	516
W31-1-1	13	97359048	97359151	-1.477	2
W31-1-1	13	97360244	101539648	0.376	2820
W31-1-1	14	106864723	106918070	-0.521	55
W31-1-1	14	19437988	19975978	0.347	41
W31-1-1	14	32961418	32961517	-1.823	2
W31-1-1	14	49868654	50538595	-0.215	365
W31-1-1	14	74006852	74020980	-1.742	7
W31-1-1	14	80206852	80207193	-1.922	3
W31-1-1	14	88284468	88403075	-0.216	106
W31-1-1	14	88403377	88403426	-2.287	3
W31-1-1	14	89425908	89575813	-0.232	116
W31-1-1	14	89577413	89577662	-1.64	2
W31-1-1	14	89580477	97676598	-0.212	5740
W31-1-1	14	98937524	106863527	-0.216	4195
W31-1-1	15	76634347	76634680	-2.99	2
W31-1-1	15	76891628	76895345	-2.489	13
W31-1-1	15	76895768	102469041	-0.202	18197
W31-1-1	16	58840884	58868919	-0.419	26
W31-1-1	16	60778	6275459	-0.283	3528
W31-1-1	16	64138456	70839338	-0.611	3846
W31-1-1	16	70842097	71020160	-0.333	74
W31-1-1	16	71196316	71207729	-0.383	7
W31-1-1	16	71207879	76531199	-0.618	3575
W31-1-1	16	76534443	76534558	-3.652	2
W31-1-1	16	76535413	85091864	-0.648	9376
W31-1-1	16	85092397	85092748	-2.163	5
W31-1-1	16	85092892	90287536	-0.682	3521
W31-1-1	17	18922746	71256018	-0.205	29223
W31-1-1	17	527	707174	-0.378	368
W31-1-1	17	71256978	81049726	-0.294	5347
W31-1-1	17	713133	713687	-4.495	2
W31-1-1	17	714173	18922734	-0.348	11669
W31-1-1	18	38258617	38265390	0.607	22
W31-1-1	18	70083920	78015057	-0.217	6000
W31-1-1	19	16428398	19889800	-0.33	1583
W31-1-1	19	27866422	35849323	-0.677	5691
W31-1-1	19	35849494	35866745	-1.567	24
W31-1-1	19	35866787	59097855	-0.674	12957
W31-1-1	19	5793704	16423233	-0.285	5510
W31-1-1	19	90911	5792474	-0.37	1810
W31-1-1	20	14939621	14995738	-0.784	36
W31-1-1	20	14996774	41741286	-0.227	16377
W31-1-1	20	1561654	1593894	-0.752	44
W31-1-1	20	1597947	5144317	-0.276	2673
W31-1-1	20	41742176	50522810	-0.27	6242
W31-1-1	20	50523988	54774564	-0.219	3461
W31-1-1	20	54775683	60609353	-0.282	4907
W31-1-1	20	60612761	62956154	-0.373	990
W31-1-1	20	61306	1561581	-0.26	1244
W31-1-1	20	8661351	8661847	-2.516	2
W31-1-1	21	32223026	32323439	-0.242	63
W31-1-1	21	32324125	32324502	-2.286	2
W31-1-1	21	32324969	33904856	-0.206	1155
W31-1-1	21	33906446	33906744	-4.291	2
W31-1-1	21	33909044	38494314	-0.209	3303
W31-1-1	21	38494918	38494965	-2.348	2
W31-1-1	21	39628409	39628654	-3.087	2
W31-1-1	21	40958433	40958448	-2.032	2
W31-1-1	21	40958677	43087708	-0.203	1982
W31-1-1	21	43087772	47841692	-0.295	2994
W31-1-1	21	47842723	48096958	-0.227	217
W31-1-1	22	16052529	16061342	-0.256	11
W31-1-1	22	16077142	16240383	0.225	36
W31-1-1	22	17247074	20491885	-0.228	2017
W31-1-1	22	20499112	20662707	1.317	2
W31-1-1	22	20705776	22353730	-0.22	1003
W31-1-1	22	22353981	22381835	0.435	30
W31-1-1	22	22382109	22382345	1.105	6
W31-1-1	22	22386434	22446987	0.448	107
W31-1-1	22	22447046	22447459	1.064	6
W31-1-1	22	22447493	22463040	0.298	19
W31-1-1	22	22517826	22539846	-0.357	44
W31-1-1	22	23398048	24330219	-0.242	624
W31-1-1	22	24330270	24331968	-2.164	2
W31-1-1	22	24522359	24618331	-0.433	46
W31-1-1	22	25082116	25082535	-2.065	3
W31-1-1	22	25087674	25684832	-0.204	492
W31-1-1	22	25905922	25915656	0.35	43
W31-1-1	22	32635435	32636089	-2.43	2
W31-1-1	22	37228277	39290921	-0.287	1162
W31-1-1	22	39295256	39296905	-3.662	3
W31-1-1	22	39299115	40098844	-0.284	417
W31-1-1	22	42674239	51234456	-0.254	6550
W31-1-1	23	119805	370296	-0.472	38
W31-1-1	23	2517647	88431927	-0.468	47964
W31-1-1	23	377877	2517547	-0.279	375
W31-1-1	23	88433204	92461593	-0.375	1716
W31-1-1	23	92463499	155182355	-0.472	37176
W31-1-1	24	19765710	21009927	0.685	585
W31-1-1	24	21011972	24305454	0.511	1275
W31-1-1	24	24305675	28468769	0.666	1007
W31-1-1	24	2650439	6107902	0.266	1178
W31-1-1	24	28470991	28688679	0.408	122
W31-1-1	24	28689129	58968504	0.32	61
W31-1-1	24	58968589	59017701	-0.238	160
W31-1-1	24	59017742	59021311	-0.808	34
W31-1-1	24	59021514	59032809	-0.31	76
W31-1-1	24	6110499	19761756	0.53	5189
W31-1-1	25	11479	13506	0.454	72
W32-1-1	1	152555707	152586239	-1.324	31
W32-1-1	1	152586279	248725235	0.296	67336
W32-1-1	1	248732033	248790289	-0.452	31
W32-1-1	1	248790380	249224389	0.305	157
W32-1-1	1	61736	152555528	0.297	79069
W32-1-1	2	146864405	146866935	-1.514	24
W32-1-1	2	146877806	243089457	0.205	60453
W32-1-1	3	192877963	192882904	-0.806	19
W32-1-1	3	192886436	197896119	0.401	2780
W32-1-1	3	60346	192877903	0.388	124968
W32-1-1	5	1040495	1055879	0.897	4
W32-1-1	5	1056057	1224490	1.81	65
W32-1-1	5	1225162	1428804	1.278	160
W32-1-1	5	1433401	1461212	-0.284	26
W32-1-1	5	1461389	1689056	1.23	124
W32-1-1	5	1689407	1778342	1.831	63
W32-1-1	5	1778508	2384050	1.363	534
W32-1-1	5	2387586	2474541	1.812	80
W32-1-1	5	2474681	2790669	1.355	325
W32-1-1	5	2795458	2843156	1.891	50
W32-1-1	5	2844273	2946092	1.291	72
W32-1-1	5	2949174	3193401	1.901	309
W32-1-1	5	3194098	3423000	1.345	236
W32-1-1	5	3428668	3485806	1.837	45
W32-1-1	5	3485987	3881743	1.355	380
W32-1-1	5	3885600	4168884	1.891	238
W32-1-1	5	4169275	4316307	1.378	133
W32-1-1	5	717380	743838	0.956	25
W32-1-1	5	744863	1039540	-0.321	129
W32-1-1	7	2080966	56761501	0.515	40523
W32-1-1	7	43259	2074290	0.458	634
W32-1-1	7	56762114	159127005	0.467	59767
W32-1-1	9	23363116	23373485	-2.29	8
W32-1-1	9	72032404	72032493	-3.675	2
W32-1-1	10	67308592	67314431	-1.418	22
W32-1-1	10	67314447	135506705	-0.212	47578
W32-1-1	10	72760	67308031	-0.216	46031
W32-1-1	11	198510	134944770	-0.307	89598
W32-1-1	12	58006346	58038861	1.644	13
W32-1-1	12	58039840	58067532	2.277	10
W32-1-1	12	58071521	58183049	1.678	57
W32-1-1	12	59986704	60052816	1.752	43
W32-1-1	12	60187666	60303760	1.763	78
W32-1-1	12	60348245	60353261	2.05	5
W32-1-1	12	60617773	60781844	1.794	85
W32-1-1	12	61582156	61603524	2.192	32
W32-1-1	12	99795294	99798735	-1.344	31
W32-1-1	13	32532712	32538424	-2.141	18
W32-1-1	14	74006852	74020980	-1.707	7
W32-1-1	15	20016329	22790319	-0.567	600
W32-1-1	15	22791402	76891512	-0.299	34784
W32-1-1	15	76891628	76895775	-1.902	19
W32-1-1	15	76895776	102469041	-0.303	18191
W32-1-1	17	18319863	18464587	-1.205	30
W32-1-1	18	14406969	18560354	-0.27	334
W32-1-1	18	38260481	38265390	-1.985	15
W32-1-1	18	63767289	63767923	-3.138	2
W32-1-1	19	90911	59097855	0.234	30365
W32-1-1	20	1561000	1582208	1.021	39
W32-1-1	21	9764385	48096958	-0.316	25105
W32-1-1	24	2650439	5950438	0.377	1101
W32-1-1	24	28423939	28799936	0.34	199
W32-1-1	24	5950884	28423892	0.537	8113
W32-1-1	25	195	204	3.127	2
W33-1-1	1	110250237	112690327	0.28	2012
W33-1-1	1	112695674	112697391	-1.47	26
W33-1-1	1	112705957	148949203	0.289	6663
W33-1-1	1	12836442	12927108	-0.299	49
W33-1-1	1	149610368	152555707	0.261	1538
W33-1-1	1	152555768	152586541	1.188	32
W33-1-1	1	152586577	249184668	0.296	67500
W33-1-1	1	25593129	25646947	-1.164	29
W33-1-1	1	53169018	89475256	0.302	25684
W33-1-1	1	89476427	89478206	-2.165	3
W33-1-1	1	89481525	110226488	0.303	12997
W33-1-1	2	34699315	34737058	-1.367	47
W33-1-1	3	129762860	129806237	-0.966	59
W33-1-1	3	163658959	163658962	-3.646	2
W33-1-1	3	192877963	192882904	-1.018	19
W33-1-1	4	161052774	161070790	-0.574	41
W33-1-1	4	178717794	178883095	0.34	124
W33-1-1	4	178883107	178883281	1.057	6
W33-1-1	4	178890182	178950814	0.408	52
W33-1-1	4	184664144	184923980	-0.22	167
W33-1-1	4	187528056	189604729	-0.214	1495
W33-1-1	4	64697610	64708259	-1.282	27
W33-1-1	5	165083795	165388408	-0.235	212
W33-1-1	5	169599911	169763152	-0.213	148
W33-1-1	6	32456684	32530145	0.98	22
W33-1-1	6	67040914	67043193	-2.216	7
W33-1-1	7	142476037	142486046	-1.606	31
W33-1-1	7	142486116	159127005	0.25	10917
W33-1-1	7	43259	54177511	0.247	39370
W33-1-1	7	54177773	54186871	1.341	25
W33-1-1	7	54186886	54228492	1.85	43
W33-1-1	7	54228721	54305967	1.278	42
W33-1-1	7	54306205	54380374	1.971	62
W33-1-1	7	54386506	54386518	3.519	6
W33-1-1	7	54393489	54418557	1.807	25
W33-1-1	7	54418837	54487880	1.385	35
W33-1-1	7	54488242	54607444	1.727	78
W33-1-1	7	54607558	54667837	1.363	54
W33-1-1	7	54667926	54694901	2.079	19
W33-1-1	7	54695313	54734239	1.672	45
W33-1-1	7	54734524	55016501	1.413	220
W33-1-1	7	55017099	55133664	1.692	134
W33-1-1	7	55134872	55269965	1.325	222
W33-1-1	7	55277964	55779710	1.577	336
W33-1-1	7	55781309	56291170	1.278	218
W33-1-1	7	56296328	56300885	1.798	8
W33-1-1	7	56307337	142474939	0.24	49032
W33-1-1	8	39247112	39384125	0.642	54
W33-1-1	9	11818115	17193665	0.373	4553
W33-1-1	9	19761242	25330959	-0.538	4187
W33-1-1	9	28055603	34578798	0.375	4651
W33-1-1	9	34581525	34701170	0.246	66
W33-1-1	9	36320513	36882998	0.363	350
W33-1-1	9	37747	10677645	0.371	10601
W33-1-1	9	42023108	42065267	-1.606	4
W33-1-1	9	44727860	44855738	-0.806	41
W33-1-1	9	71005579	141091395	0.289	49364
W33-1-1	10	134715136	134715246	-2.268	2
W33-1-1	10	67308031	67311361	-1.13	18
W33-1-1	10	82881331	82889784	-1.229	10
W33-1-1	10	83423314	83423554	-1.038	4
W33-1-1	11	3487665	3488541	-1.998	3
W33-1-1	11	4012720	4012831	-3.948	2
W33-1-1	11	48598423	48602677	-2.546	3
W33-1-1	11	55374189	55453010	-0.279	62
W33-1-1	11	84349594	84459472	-0.549	68
W33-1-1	12	33301407	33307375	-1.745	27
W33-1-1	12	80853645	80861669	-2.781	2
W33-1-1	15	20412479	22681077	0.524	497
W33-1-1	15	32488875	32799346	-0.298	50
W33-1-1	15	34719812	34830389	-0.503	78
W33-1-1	15	57650119	57778324	0.524	137
W33-1-1	15	76891242	76895776	-1.735	22
W33-1-1	16	34470704	34516920	0.447	25
W33-1-1	16	34516925	34516927	-1.113	3
W33-1-1	16	34517307	34775314	0.324	154
W33-1-1	16	54485678	55729792	-0.208	1106
W33-1-1	16	55729836	78371608	0.32	14874
W33-1-1	16	78372441	78384766	-1.54	18
W33-1-1	16	78385002	90287536	0.333	11074
W33-1-1	17	34437129	34470997	0.824	45
W33-1-1	17	34472462	34485092	0.682	8
W33-1-1	17	34528126	39413411	0.202	2604
W33-1-1	17	39414648	39430451	-0.462	27
W33-1-1	17	44428682	54159045	0.206	5993
W33-1-1	17	527	707174	0.207	368
W33-1-1	17	54160915	54172824	-0.453	29
W33-1-1	17	54173248	81049726	0.21	16188
W33-1-1	17	713133	713687	-2.34	2
W33-1-1	17	714173	18283485	0.219	11433
W33-1-1	18	66746245	66753327	-0.573	37
W33-1-1	19	35849494	35861780	-1.22	22
W33-1-1	19	35861849	59097855	0.279	12959
W33-1-1	19	90911	35849323	0.26	17384
W33-1-1	20	21065165	49298722	0.273	16353
W33-1-1	20	49300890	62956154	0.312	10268
W33-1-1	20	61306	21064184	0.306	17028
W33-1-1	22	16052529	17116398	0.218	208
W33-1-1	23	113309157	113395583	-1.972	52
W33-1-1	23	113397400	155182355	-0.239	25430
W33-1-1	23	2665210	6743771	-0.208	3234
W33-1-1	23	6746228	6828522	-1.846	64
W33-1-1	23	6830127	113306513	-0.239	58006
W33-1-1	24	19478575	20985099	0.834	712
W33-1-1	24	20986868	24004058	0.668	1245
W33-1-1	24	24004192	28558069	0.805	1087
W33-1-1	24	2650439	6107902	0.462	1178
W33-1-1	24	28572577	28799936	0.478	144
W33-1-1	24	58967865	59032809	0.236	274
W33-1-1	24	6110499	6184656	0.954	42
W33-1-1	24	6185290	19478008	0.686	5006
W33-1-1	25	16217	16230	-2.447	3
W33-1-1	25	16256	16519	1.121	7
W33-1-1	25	195	16189	0.49	445
W34-1-1	1	109527613	120471829	-0.275	7555
W34-1-1	1	152761924	152768260	0.529	32
W34-1-1	1	159280924	184882464	-0.262	18342
W34-1-1	1	197649669	200805615	-0.25	2150
W34-1-1	1	200808372	206883922	-0.343	3904
W34-1-1	1	206884195	249224389	-0.266	30426
W34-1-1	1	27909684	37557240	-0.459	5482
W34-1-1	1	37557739	49525465	-0.293	7166
W34-1-1	1	4798022	27906026	-0.304	13796
W34-1-1	1	49527929	53445171	-0.208	1748
W34-1-1	1	53446964	55090201	-0.329	1129
W34-1-1	1	55093292	55094390	-3.915	2
W34-1-1	1	55096451	62113102	-0.254	5578
W34-1-1	1	61736	888659	-0.252	87
W34-1-1	1	62114007	62120565	-1.534	8
W34-1-1	1	62120581	65406581	-0.265	2515
W34-1-1	1	65410112	65410278	0.818	5
W34-1-1	1	65410286	65983350	-0.282	394
W34-1-1	1	65986580	109527108	-0.219	28601
W34-1-1	1	901112	4797498	-0.382	1778
W34-1-1	2	12785	136462831	-0.248	86520
W34-1-1	2	136464818	136465143	-2.915	3
W34-1-1	2	136465856	137433560	-0.258	664
W34-1-1	2	168651101	179441411	-0.25	7192
W34-1-1	2	196833352	209161090	-0.245	7538
W34-1-1	2	216613208	217033885	-0.243	284
W34-1-1	2	217035200	220982276	-0.312	2534
W34-1-1	2	220983346	232133235	-0.233	7502
W34-1-1	2	232133319	232440737	-0.37	161
W34-1-1	2	232441175	233894207	-0.528	799
W34-1-1	2	233894496	237360494	-0.287	2478
W34-1-1	2	237361310	237952389	-0.479	501
W34-1-1	2	237953109	238507656	-0.324	391
W34-1-1	2	238508099	238784293	-0.524	205
W34-1-1	2	238787247	242725752	-0.337	2281
W34-1-1	3	105248969	107036184	-0.233	1064
W34-1-1	3	107039462	107040152	-3.189	2
W34-1-1	3	107041308	116701103	-0.227	6230
W34-1-1	3	116702343	116799394	-0.533	77
W34-1-1	3	116801525	121597782	-0.208	2908
W34-1-1	3	121598297	141807137	-0.273	12719
W34-1-1	3	141808937	162508269	-0.208	13099
W34-1-1	3	15710588	36494163	-0.22	14472
W34-1-1	3	162512658	162524859	-2.767	12
W34-1-1	3	162528631	162625996	-1.373	61
W34-1-1	3	168815099	190068876	-0.241	14033
W34-1-1	3	192877963	192882904	-1.45	19
W34-1-1	3	192886436	197896119	-0.268	2780
W34-1-1	3	36497762	66990842	-0.258	20417
W34-1-1	3	60346	6213499	-0.239	5603
W34-1-1	3	6214424	6216975	0.571	12
W34-1-1	3	6223313	8544479	-0.225	2124
W34-1-1	3	66992650	68746165	-0.216	1227
W34-1-1	3	68746260	68747414	-1.502	14
W34-1-1	3	68748759	75620896	-0.243	5079
W34-1-1	3	8545478	15707144	-0.306	5202
W34-1-1	3	85480724	85481000	-3.081	2
W34-1-1	4	13963115	13963188	-3.133	2
W34-1-1	4	13963367	17695722	-0.24	2987
W34-1-1	4	165771791	165772476	-3.816	2
W34-1-1	4	182287270	190189043	-0.238	5835
W34-1-1	4	190195119	190199265	-2.297	4
W34-1-1	4	190199772	191027924	-0.228	418
W34-1-1	4	24269248	27299544	-0.279	2071
W34-1-1	4	37292307	42845691	-0.251	3721
W34-1-1	4	452085	10192015	-0.33	5785
W34-1-1	4	53127524	58381197	-0.255	3684
W34-1-1	5	108442859	131193425	-0.209	15360
W34-1-1	5	131196757	133626523	-0.294	1654
W34-1-1	5	133627526	167566707	-0.235	22565
W34-1-1	5	15533	2199639	-0.358	1252
W34-1-1	5	167567313	173930038	-0.289	4956
W34-1-1	5	173931151	174684808	-0.459	615
W34-1-1	5	174687050	180790321	-0.304	3343
W34-1-1	5	2202017	17697602	-0.246	12616
W34-1-1	5	22770537	32848891	-0.327	6507
W34-1-1	5	32849920	82120018	-0.217	28394
W34-1-1	6	103737977	103762062	-1.467	47
W34-1-1	6	103765471	120195400	-0.202	10350
W34-1-1	6	149662	7556962	-0.28	6324
W34-1-1	6	160369868	171051006	-0.305	8022
W34-1-1	6	28697964	29836741	-0.314	512
W34-1-1	6	29937104	31286306	-0.349	676
W34-1-1	6	31286532	31295407	-1.857	5
W34-1-1	6	31295954	44654371	-0.285	8502
W34-1-1	6	44659586	47783579	-0.212	2200
W34-1-1	6	47797787	47896773	-0.346	73
W34-1-1	6	67008811	67048629	-0.633	58
W34-1-1	6	67232644	67232924	-1.6	4
W34-1-1	6	67683808	67684532	-1.966	7
W34-1-1	6	70878665	72044643	-0.248	775
W34-1-1	6	72866525	72866873	-2.674	3
W34-1-1	6	7556987	28695668	-0.23	15476
W34-1-1	6	78962293	79039234	-0.473	121
W34-1-1	6	87655908	92210183	-0.233	3018
W34-1-1	7	107301238	107590738	-0.261	192
W34-1-1	7	143227097	143251104	0.397	9
W34-1-1	7	143448380	143524325	0.402	35
W34-1-1	7	147280197	147280658	-1.951	6
W34-1-1	7	147281034	154432245	-0.204	4542
W34-1-1	7	15152628	15152746	-2.905	2
W34-1-1	7	154432282	159127005	-0.249	3309
W34-1-1	7	43259	6746686	-0.291	3525
W34-1-1	7	70420990	70426142	-3.484	3
W34-1-1	7	70428243	76199476	-0.227	2247
W34-1-1	7	8449905	8450309	-2.568	3
W34-1-1	7	97417608	97420653	-1.176	5
W34-1-1	7	97421091	102053414	-0.25	2059
W34-1-1	8	11997096	17186507	-0.203	4557
W34-1-1	8	139356205	142075953	-0.224	2074
W34-1-1	8	142076391	146102910	-0.321	1677
W34-1-1	8	17190975	30646065	-0.262	10470
W34-1-1	8	30646994	72212365	-0.216	23475
W34-1-1	8	31255	595221	-0.287	347
W34-1-1	8	595323	601043	0.879	10
W34-1-1	8	606117	11992287	-0.28	11439
W34-1-1	8	72215312	72216435	-2.454	7
W34-1-1	8	72216502	75291115	-0.22	2216
W34-1-1	8	80345808	82227938	-0.252	1126
W34-1-1	8	95062096	95062157	-3.113	2
W34-1-1	9	129063734	140975106	-0.35	6628
W34-1-1	9	140975342	141091395	-0.203	85
W34-1-1	9	20996452	25677257	-0.466	3470
W34-1-1	9	25679024	25679203	-2.797	2
W34-1-1	9	25681523	26704385	-0.492	746
W34-1-1	9	32290481	129057980	-0.254	47735
W34-1-1	10	111010159	111010333	-3.654	3
W34-1-1	10	111012936	122636071	-0.322	8369
W34-1-1	10	122636092	135506705	-0.375	9777
W34-1-1	10	51593710	70368742	-0.274	13390
W34-1-1	10	70375957	70971474	-0.352	364
W34-1-1	10	70973409	70973454	-3.161	2
W34-1-1	10	70975916	74419506	-0.402	2579
W34-1-1	10	72760	51586673	-0.339	34686
W34-1-1	10	74423290	77242374	-0.309	1259
W34-1-1	10	77245766	77246922	-1.842	2
W34-1-1	10	77249629	79573513	-0.314	1841
W34-1-1	10	79573602	79574725	-1.874	2
W34-1-1	10	79577001	80112072	-0.362	401
W34-1-1	10	80112157	80112335	-2.193	5
W34-1-1	10	80112415	111009308	-0.313	20955
W34-1-1	11	110604293	117120998	-0.269	4772
W34-1-1	11	117121191	120801460	-0.336	2625
W34-1-1	11	120802006	134944770	-0.279	10999
W34-1-1	11	18972360	20286574	-0.276	1252
W34-1-1	11	198510	285920	-0.232	63
W34-1-1	11	286134	3885511	-0.364	1567
W34-1-1	11	29842671	29843151	-2.779	2
W34-1-1	11	31796560	36832892	-0.258	4048
W34-1-1	11	3886070	4967397	-0.21	961
W34-1-1	11	44223836	48128270	-0.296	2257
W34-1-1	11	4967651	4976908	0.52	46
W34-1-1	11	4977012	18940322	-0.256	10558
W34-1-1	11	49853416	49853623	-1.814	4
W34-1-1	11	55376499	55437720	0.344	39
W34-1-1	11	60396424	62832049	-0.314	1342
W34-1-1	11	63217991	63623325	-0.254	158
W34-1-1	11	63625791	64936063	-0.379	511
W34-1-1	11	64936719	65828995	-0.523	391
W34-1-1	11	65829365	67770068	-0.311	726
W34-1-1	11	67770272	68886457	-0.492	548
W34-1-1	11	68887395	71268845	-0.355	1493
W34-1-1	11	71269177	79272839	-0.273	4601
W34-1-1	12	103722537	112121870	-0.264	5618
W34-1-1	12	112123284	112123565	-2.754	2
W34-1-1	12	112125405	122138130	-0.282	7087
W34-1-1	12	11494753	14463831	-0.28	2470
W34-1-1	12	122143420	125590262	-0.409	1759
W34-1-1	12	125590417	130855203	-0.27	4802
W34-1-1	12	130859125	132120586	-0.362	1084
W34-1-1	12	132279174	133403334	-0.407	306
W34-1-1	12	133411966	133778190	-0.238	182
W34-1-1	12	14465589	47340300	-0.211	20026
W34-1-1	12	150443	8405503	-0.291	5753
W34-1-1	12	47340793	55714115	-0.277	4957
W34-1-1	12	55944926	58830614	-0.287	1588
W34-1-1	12	58830915	72139167	-0.22	8945
W34-1-1	12	8405641	9923358	-0.213	862
W34-1-1	12	92619569	103721487	-0.235	7639
W34-1-1	12	9923917	9924045	-2.269	2
W34-1-1	13	110262556	115108398	-0.389	3072
W34-1-1	13	19026950	53553743	-0.226	24407
W34-1-1	13	63659389	93520370	-0.243	19603
W34-1-1	13	93523395	93535335	-0.691	13
W34-1-1	13	93536965	110262110	-0.304	12871
W34-1-1	14	102839338	106223861	-0.33	1333
W34-1-1	14	106224355	106538063	-0.22	128
W34-1-1	14	106541754	106569464	0.569	14
W34-1-1	14	106879832	106948569	-0.59	66
W34-1-1	14	107100597	107100610	-2.326	2
W34-1-1	14	20481578	25355321	-0.239	3429
W34-1-1	14	49739341	89382941	-0.233	26510
W34-1-1	14	89384487	94419888	-0.351	3296
W34-1-1	14	94419992	102826137	-0.437	6255
W34-1-1	15	20581452	20581456	-1.068	5
W34-1-1	15	22318475	30507424	-0.252	5022
W34-1-1	15	30507439	39964889	-0.384	6665
W34-1-1	15	39965822	46132958	-0.27	3086
W34-1-1	15	46133052	58475125	-0.213	8320
W34-1-1	15	58476843	76891628	-0.254	11892
W34-1-1	15	76891742	76895345	-2.629	12
W34-1-1	15	76895768	102469041	-0.263	18197
W34-1-1	16	28554074	30971442	-0.464	716
W34-1-1	16	30971810	32588623	-0.285	543
W34-1-1	16	32588902	32588910	-2.681	5
W34-1-1	16	32609275	58847217	-0.261	9268
W34-1-1	16	60778	6128400	-0.348	3354
W34-1-1	16	6128520	28549508	-0.276	16220
W34-1-1	16	61479783	61480173	-3.228	2
W34-1-1	16	65605074	76531199	-0.259	6473
W34-1-1	16	76534443	76534558	-3.774	2
W34-1-1	16	76535413	83824511	-0.28	8217
W34-1-1	16	83825634	85091864	-0.354	1159
W34-1-1	16	85092397	85092748	-1.881	5
W34-1-1	16	85092892	90287536	-0.349	3521
W34-1-1	17	10244863	19495002	-0.28	6027
W34-1-1	17	19497890	19538448	-0.826	31
W34-1-1	17	19538759	39421709	-0.279	9363
W34-1-1	17	39423015	39430532	-0.903	24
W34-1-1	17	39432725	49491238	-0.294	5313
W34-1-1	17	49493090	49493198	-4.846	2
W34-1-1	17	49496240	53287996	-0.202	2655
W34-1-1	17	527	707174	-0.351	368
W34-1-1	17	53288327	67904826	-0.272	8867
W34-1-1	17	67905170	70291156	-0.205	1959
W34-1-1	17	70292762	81049726	-0.362	6146
W34-1-1	17	713133	714173	-2.239	3
W34-1-1	17	716460	10241779	-0.329	5850
W34-1-1	18	11543	13591494	-0.268	10013
W34-1-1	18	13591996	41804347	-0.216	15759
W34-1-1	18	41807107	45343978	-0.28	2388
W34-1-1	18	45453989	48565239	-0.288	2243
W34-1-1	18	48565514	54699699	-0.205	4054
W34-1-1	18	54701767	57599542	-0.301	2242
W34-1-1	18	57599723	63762301	-0.202	4494
W34-1-1	18	63767141	63767923	-3.262	3
W34-1-1	18	70945219	78015057	-0.289	5309
W34-1-1	19	33007192	33987962	-0.221	601
W34-1-1	19	33989245	33998645	-0.972	7
W34-1-1	19	35370233	36845876	-0.288	827
W34-1-1	19	38293487	44340074	-0.204	3227
W34-1-1	19	44977262	48850678	-0.208	1900
W34-1-1	19	48855169	51680566	-0.277	1227
